,HH_ID,HHNbr,MWrkHrs,MEdu,FWrkHrs,FEdu,FBirth,F_Rel,MBirth,YogExp,DinExp,ResType_2,ResType_3,ResType_4,ResType_5,ResType_6,ResStatus_2,ResStatus_3,HHInc_2,HHInc_3,HHInc_4,HHInc_5,HHInc_6,HHInc_7,HHInc_8,HHInc_9,HHInc_10,HHInc_11,HHInc_12,HHInc_13,HHInc_14,M_Rel_2,Cable_1,Cats_1,Dogs_1,FAge,MAge
581,1118182,5,40,11,24,10,1947,1,1944,5.64,15.89,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,42,45
582,1118232,4,40,5,40,5,1959,1,1959,462.779999999998,855.410000000007,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,30
583,1118240,2,45,5,40,5,1941,1,1940,23.22,129.92,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,48,49
584,1118281,2,0,5,37,5,1924,1,1921,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,65,68
585,1118299,2,0,8,0,5,1923,1,1924,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,66,65
586,1118315,3,50,7,30,9,1941,1,1940,100.36,359.56,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,48,49
587,1118323,5,35,5,38,9,1955,1,1954,28.14,61.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,34,35
588,1118398,1,0,0,54,5,1945,1,0,2.71,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,44,1989
589,1118406,4,50,5,47,6,1955,1,1948,2.76,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,34,41
590,1118448,1,0,0,20,10,1907,1,0,32.79,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,82,1989
591,1118455,2,0,3,0,3,1924,1,1921,0.0,4.51,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,65,68
592,1118489,1,0,0,40,5,1954,1,0,2.91,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,35,1989
593,1118505,3,0,0,32,8,1923,1,0,92.9399999999999,283.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,66,1989
594,1118562,4,40,5,0,7,1958,1,1958,17.67,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,31,31
595,1118612,4,42,8,40,5,1935,1,1931,0.0,3.08,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,54,58
596,1118620,4,40,3,25,4,1934,1,1927,24.48,45.36,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,55,62
597,1118646,3,40,7,40,5,1958,1,1953,48.31,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,31,36
598,1118679,1,0,0,15,5,1917,1,0,8.25,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72,1989
599,1118695,2,40,8,40,9,1925,1,1929,6.3,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,64,60
600,1118778,3,51,7,40,3,1929,1,1929,12.04,13.2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,60,60
601,1118794,2,60,9,0,8,1925,1,1925,4.99,13.9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,64,64
602,1118810,5,50,8,17,8,1947,1,1944,85.5,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,42,45
603,1118828,2,40,8,0,8,1931,1,1929,13.01,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,58,60
604,1118844,5,40,3,38,5,1943,1,1935,2.49,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,46,54
605,1118851,3,40,8,40,7,1955,1,1954,32.12,78.2400000000001,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,34,35
606,1118869,4,0,0,42,5,1958,1,0,94.38,121.39,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,31,1989
607,1118877,3,0,0,35,8,1947,1,0,14.87,0.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,42,1989
608,1118919,3,40,10,30,8,1928,1,1924,148.98,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,61,65
609,1118927,1,0,0,0,8,1915,1,0,27.09,32.37,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,74,1989
610,1118943,3,65,6,40,4,1929,1,1927,7.97,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,60,62
611,1118992,4,40,9,0,9,1958,1,1950,1.56,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,31,39
612,1119032,4,40,5,0,5,1945,1,1942,56.3999999999999,138.25,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,44,47
613,1119057,3,0,0,45,11,1938,1,0,104.72,246.600000000001,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,51,1989
614,1119081,2,0,4,0,5,1927,1,1928,0.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,62,61
615,1119156,2,0,4,14,4,1919,1,1918,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,70,71
616,1119164,1,0,0,0,5,1939,1,0,132.43,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,50,1989
617,1119172,3,55,8,0,9,1950,1,1949,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,39,40
618,1119180,2,60,3,0,3,1928,1,1927,21.46,56.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,61,62
619,1119198,3,40,11,40,9,1947,1,1946,159.81,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,42,43
620,1119214,3,45,8,0,6,1960,1,1960,24.28,58.56,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,29,29
621,1119222,4,40,5,0,5,1957,1,1956,0.0,15.26,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,32,33
622,1119263,1,0,0,40,9,1945,1,0,0.33,0.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,44,1989
623,1119271,1,0,0,0,9,1913,1,0,31.92,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,76,1989
624,1119289,5,40,6,20,5,1957,1,1949,78.9899999999999,175.38,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,32,40
625,1119362,5,45,8,0,5,1931,1,1933,9.39,0.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,58,56
626,1119388,1,0,0,0,5,1918,1,0,19.57,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,71,1989
627,1119438,2,40,4,0,4,1931,1,1928,177.8,505.89,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,58,61
628,1119453,4,40,10,0,8,1947,1,1940,11.12,35.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,42,49
629,1119487,1,0,0,0,3,1916,1,0,3.35,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,73,1989
630,1119495,3,0,10,0,10,1916,1,1902,8.35,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,73,87
631,1119503,1,0,0,0,5,1916,1,0,25.98,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73,1989
632,1119511,4,40,6,0,5,1954,1,1955,21.1,32.12,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,35,34
633,1119529,1,0,0,0,5,1930,1,0,73.51,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,59,1989
634,1119537,2,0,5,0,8,1905,1,1907,7.49,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,84,82
635,1119545,2,0,2,0,2,1910,1,1912,2.35,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,79,77
636,1119560,5,42,7,0,7,1959,1,1957,20.33,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,32
637,1119578,2,0,11,0,11,1913,1,1915,87.14,151.98,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,76,74
638,1119610,1,0,0,40,8,1955,1,0,5.52,7.98,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,34,1989
639,1119628,2,0,3,40,7,1952,1,1925,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,37,64
640,1119651,2,40,5,0,0,0,0,1954,2.36,2.17,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,1989,35
641,1119701,4,0,0,40,9,1951,1,0,0.0,0.99,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,38,1989
642,1119735,4,40,9,5,8,1955,1,1953,15.92,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,34,36
643,1119859,4,40,5,32,7,1953,1,1949,31.05,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,36,40
644,1119875,5,40,8,0,9,1951,1,1950,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,38,39
645,1119891,5,42,8,0,7,1960,1,1959,127.14,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,29,30
646,1119925,2,48,4,0,7,1930,1,1923,31.27,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,59,66
647,1119958,1,0,0,0,7,1916,1,0,174.03,198.5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,73,1989
648,1120014,4,40,9,40,11,1949,1,1948,26.95,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,40,41
649,1120063,4,40,7,40,3,1948,1,1946,13.07,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,41,43
650,1120105,2,0,6,0,9,1919,1,1919,10.38,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,70,70
651,1120147,2,40,7,40,8,1942,1,1939,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,47,50
652,1120154,5,40,5,0,5,1954,1,1953,23.8,105.28,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,35,36
653,1120170,7,40,9,0,8,1943,1,1940,25.15,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,46,49
654,1120204,2,0,0,40,6,1936,1,0,17.96,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,53,1989
655,1120220,6,40,8,24,6,1946,1,1948,1.87,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,43,41
656,1120238,6,45,5,37,5,1955,1,1943,9.94,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,34,46
657,1120246,1,0,0,0,10,1913,1,0,58.13,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,76,1989
658,1120329,4,0,0,40,9,1952,1,0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,37,1989
659,1120337,3,40,5,25,8,1939,1,1936,10.39,25.87,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,50,53
660,1120345,2,50,7,0,1,1900,1,1943,10.72,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,89,46
661,1120394,5,70,8,0,0,0,0,1952,9.82,21.69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,1989,37
662,1120410,5,40,9,36,5,1954,1,1951,0.25,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,35,38
663,1120436,4,50,8,36,9,1961,1,1959,101.63,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,28,30
664,1120477,3,0,5,25,4,1935,1,1933,95.3,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,54,56
665,1120519,2,0,3,0,9,1930,1,1919,2.86,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,59,70
666,1120584,2,0,8,40,8,1929,1,1924,2.72,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,60,65
667,1120592,4,0,0,35,7,1933,1,0,1.05,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,56,1989
668,1120600,1,0,0,0,9,1911,1,0,10.29,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,78,1989
669,1120618,1,0,0,40,5,1936,1,0,12.67,35.91,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,53,1989
670,1120626,2,40,5,40,5,1932,1,1930,2.88,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,57,59
671,1120691,3,35,3,10,3,1942,1,1945,1.53,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,47,44
672,1120717,2,0,5,45,6,1926,1,1922,79.24,171.739999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,63,67
673,1120733,6,60,7,0,7,1944,1,1950,12.08,21.92,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,45,39
674,1120758,5,50,8,60,3,1954,1,1956,0.0,1.09,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,35,33
675,1120766,4,45,9,30,7,1959,1,1958,11.73,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,31
676,1120832,2,40,4,40,8,1925,1,1929,28.84,156.35,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,64,60
677,1120840,1,0,0,25,4,1925,1,0,7.24,16.48,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,64,1989
678,1120915,1,0,8,0,0,0,0,1921,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,1989,68
679,1120931,5,70,9,0,8,1948,1,1948,158.16,384.559999999998,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,41,41
680,1120956,1,70,8,0,0,0,0,1944,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1989,45
681,1120980,3,40,5,40,5,1937,1,1936,1.23,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,52,53
682,1120998,3,40,5,40,7,1937,1,1928,468.199999999997,1494.14999999997,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,52,61
683,1121004,3,40,8,40,8,1937,1,1934,8.2,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,52,55
684,1121046,3,40,5,40,5,1963,1,1961,3.77,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,26,28
685,1121053,3,0,3,0,4,1928,1,1925,10.6,20.55,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,61,64
686,1121061,1,0,0,40,5,1934,1,0,0.0,2.35,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,55,1989
687,1121079,4,40,10,14,9,1929,1,1926,136.18,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,60,63
688,1121103,3,0,0,40,6,1942,1,0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,47,1989
689,1121111,4,40,5,40,8,1957,1,1955,19.62,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,32,34
690,1121194,5,0,3,42,6,1931,1,1928,15.44,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,58,61
691,1121236,6,40,5,8,5,1934,1,1932,829.28,1104.4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,55,57
692,1121251,4,45,7,0,8,1959,1,1956,1.38,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,30,33
693,1121269,2,0,5,0,11,1916,1,1915,5.49,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,73,74
694,1121293,1,0,0,0,9,1906,1,0,1.83,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,83,1989
695,1121319,2,50,6,40,5,1926,1,1922,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,63,67
696,1121327,2,45,7,40,10,1932,1,1927,100.46,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,57,62
697,1121376,5,40,7,42,5,1959,1,1958,10.33,11.88,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,30,31
698,1121434,3,50,5,0,6,1945,1,1943,52.1,102.96,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,44,46
699,1121467,1,0,0,40,5,1948,1,0,10.47,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,41,1989
700,1121541,5,50,7,30,9,1951,1,1947,52.43,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,38,42
701,1121566,2,0,6,0,8,1922,1,1923,22.9,71.52,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,67,66
702,1121665,1,0,0,40,7,1950,1,0,5.39,14.19,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,39,1989
703,1121681,2,50,11,0,0,0,0,1934,40.14,104.58,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,1989,55
704,1121715,3,50,5,20,5,1929,1,1931,0.0,0.83,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,60,58
705,1121731,1,0,0,0,3,1910,1,0,7.45,12.87,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79,1989
706,1121749,2,40,9,40,6,1961,1,1954,23.57,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,28,35
707,1121822,4,60,8,24,5,1947,1,1946,3.4,9.95,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,42,43
708,1121830,3,0,7,8,7,1926,1,1922,18.78,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,63,67
709,1121897,3,30,2,0,4,1945,1,1944,0.0,3.71,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,44,45
710,1121913,2,40,8,40,5,1945,1,1949,61.1,181.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,44,40
711,1121988,3,0,0,40,8,1948,1,0,62.16,143.08,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,41,1989
712,1122010,3,40,8,40,8,1947,1,1938,2.35,6.27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,42,51
713,1122036,2,40,5,40,10,1940,1,1937,128.9,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,49,52
714,1122069,2,0,3,0,5,1933,1,1919,15.4,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,56,70
715,1122093,2,50,5,45,8,1937,1,1936,35.72,117.39,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,52,53
716,1122176,4,55,6,40,9,1948,1,1946,41.12,111.6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,41,43
717,1122242,1,0,0,0,7,1917,1,0,100.98,127.88,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,72,1989
718,1122259,5,50,9,0,9,1938,1,1937,13.6,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,51,52
719,1122267,2,8,11,0,8,1918,1,1915,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,71,74
720,1122317,5,40,4,40,4,1943,1,1951,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,46,38
721,1122366,7,40,10,0,9,1949,1,1948,28.51,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,40,41
722,1122515,3,50,8,16,5,1938,1,1936,1.2,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,51,53
723,1122556,1,0,3,0,0,0,0,1921,0.45,0.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1989,68
724,1122580,3,40,8,38,7,1956,1,1952,1.02,0.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,33,37
725,1122622,5,40,11,40,11,1952,1,1950,37.35,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,37,39
726,1122630,1,0,0,40,8,1959,1,0,31.7,65.25,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,30,1989
727,1122648,5,55,9,40,7,1948,1,1948,27.56,75.06,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,41,41
728,1122655,2,48,8,25,8,1943,1,1943,36.66,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,46,46
729,1122663,2,50,5,40,9,1962,1,1961,0.0,0.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,27,28
730,1122671,2,0,0,45,5,1947,1,0,8.48,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,42,1989
731,1122770,5,45,4,0,4,1934,1,1924,7.55,0.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,55,65
732,1122804,4,50,4,40,5,1957,1,1956,47.58,77.7200000000001,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,32,33
733,1122812,2,40,5,20,5,1932,1,1931,10.36,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,57,58
734,1122853,2,50,8,0,0,0,0,1955,633.12,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,1989,34
735,1122861,1,0,0,0,9,1914,1,0,10.31,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,75,1989
736,1122911,2,0,0,0,11,1912,1,0,0.83,3.06,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,77,1989
737,1122945,3,40,5,40,7,1940,1,1939,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,49,50
738,1122960,3,40,7,40,8,1962,1,1962,48.68,46.23,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,27,27
739,1123000,2,0,5,0,4,1915,1,1914,0.55,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,74,75
740,1123026,2,45,11,0,8,1930,1,1927,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,59,62
741,1123034,6,50,5,40,8,1949,1,1947,22.36,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,40,42
742,1123042,2,25,3,30,4,1923,1,1917,19.2,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,66,72
743,1123059,5,40,7,50,8,1941,1,1936,15.54,67.89,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,48,53
